Name,Url,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
RJ-05 Restro,https://www.zomato.com/jaipur/rj-05-restro-jagatpura,Jagatpura,17 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, Fast Food",250,no,no,yes,yes,,
RJ26 Fast Food & Cafe,https://www.zomato.com/jaipur/rj26-fast-food-cafe-jagatpura,Jagatpura,17 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Chinese, South Indian",200,no,no,yes,yes,,
RJ45 The Chicken Company,https://www.zomato.com/jaipur/rj45-the-chicken-company-gopalbari,Gopalbari,6 Dining Reviews,49 Delivery Reviews,Casual Dining ,"North Indian, Fast Food, Chinese, Beverages",700,no,no,yes,yes,2.5,3.5
RK Govindam Restaurant,https://www.zomato.com/jaipur/rk-govindam-restaurant-tonk-road,Pratap Nagar,Does not offer Dining,18 Delivery Reviews,,"North Indian, Chinese",400,no,no,yes,no,,3.9
Roasted & Kebabs Company,https://www.zomato.com/jaipur/roasted-kebabs-company-malviya-nagar,Malviya Nagar,7 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, Mughlai",650,no,no,yes,yes,3.6,
Roasted And Kebabs,https://www.zomato.com/jaipur/roasted-and-kebabs-sikar-road,Sikar Road,10 Dining Reviews,74 Delivery Reviews,Quick Bites ,"Chinese, North Indian, Biryani",700,no,no,yes,yes,3.5,3.7
Roastway Foods,https://www.zomato.com/jaipur/roastway-foods-tonk-road,Tonk Road,Does not offer Dining,Not enough Delivery Reviews,,Street Food,100,no,no,yes,no,,
Robin Hood Da Dhaba,https://www.zomato.com/jaipur/robin-hood-da-dhaba-chitrakoot,Chitrakoot,48 Dining Reviews,175 Delivery Reviews,Dhaba ,"North Indian, Chinese, Fast Food, Beverages",350,yes,no,yes,yes,3.6,3.6
Robusta Cafe,https://www.zomato.com/jaipur/robusta-cafe-1-mansarovar,Mansarovar,193 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,"Cafe, Italian, Chinese",300,no,no,yes,yes,3.8,
Rochees Darbar Restaurant,https://www.zomato.com/jaipur/rochees-darbar-restaurant-pink-city,Pink City,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Chinese, South Indian, North Indian",400,no,no,no,yes,,
Rock and Roll,https://www.zomato.com/jaipur/rock-and-roll-narayan-singh-circle,Narayan Singh Circle,40 Dining Reviews,Does not offer Delivery,Quick Bites ,Fast Food,300,yes,no,no,yes,3.5,
Rock N Rolls,https://www.zomato.com/jaipur/rock-n-rolls-mansarovar,Mansarovar,180 Dining Reviews,"2,044 Delivery Reviews",Quick Bites ,Rolls,250,no,no,yes,yes,3.8,3.8
Rock N Rolls,https://www.zomato.com/jaipur/rock-n-rolls-tonk-road,Pratap Nagar,Does not offer Dining,202 Delivery Reviews,Quick Bites ,Rolls,300,no,no,yes,no,,4.2
Rockie's Food Servers,https://www.zomato.com/jaipur/rockies-food-servers-mi-road,MI Road,Does not offer Dining,441 Delivery Reviews,,"Street Food, Fast Food, North Indian",300,no,no,yes,no,,3.2
Rohit Bhaiya Bombey Ka Bada Pav,https://www.zomato.com/jaipur/rohit-bhaiya-bombey-ka-bada-pav-brahmpuri,Brahmpuri,50 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Street Food, Maharashtrian",100,yes,no,yes,yes,3.6,
Roll And Paratha Center,https://www.zomato.com/jaipur/roll-and-paratha-center-malviya-nagar,Malviya Nagar,Does not offer Dining,89 Delivery Reviews,,"Rolls, North Indian",200,no,no,yes,no,,3.2
Roll Company,https://www.zomato.com/jaipur/roll-company-tonk-road,Gopalpura,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Rolls,200,no,no,yes,yes,,
Roll Corner,https://www.zomato.com/jaipur/roll-corner-malviya-nagar,Malviya Nagar,21 Dining Reviews,Does not offer Delivery,,Rolls,300,no,no,no,yes,3.6,
Roll Express,https://www.zomato.com/jaipur/roll-express-jhotwara,Jhotwara,87 Dining Reviews,"2,546 Delivery Reviews",Quick Bites ,Rolls,350,no,no,yes,yes,3.7,4.1
Roll Express,https://www.zomato.com/jaipur/roll-express-1-shyam-nagar,Shyam Nagar,12 Dining Reviews,161 Delivery Reviews,Quick Bites ,Rolls,300,no,no,yes,yes,3.4,3.3
Roll Express,https://www.zomato.com/jaipur/roll-express-jagatpura,Jagatpura,9 Dining Reviews,390 Delivery Reviews,Quick Bites ,Rolls,200,no,no,yes,yes,3.2,3.5
Roll Express,https://www.zomato.com/jaipur/roll-express-c-scheme,C Scheme,Does not offer Dining,"3,203 Delivery Reviews",,Rolls,300,no,no,yes,no,,3.5
Roll Express,https://www.zomato.com/jaipur/roll-express-vaishali-nagar,Vaishali Nagar,Does not offer Dining,"8,390 Delivery Reviews",,Rolls,250,no,no,yes,no,,4.2
Roll Hub,https://www.zomato.com/jaipur/roll-hub-c-scheme,C Scheme,9 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Rolls,300,no,no,yes,yes,2.9,
Roll King,https://www.zomato.com/jaipur/roll-king-jagatpura,Jagatpura,Does not offer Dining,Not enough Delivery Reviews,Kiosk ,Rolls,300,no,no,yes,no,,
Roll N Roll,https://www.zomato.com/jaipur/roll-n-roll-vaishali-nagar,Vaishali Nagar,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Rolls",100,no,no,yes,no,,
Roll N Rolls,https://www.zomato.com/jaipur/roll-n-rolls-jhotwara,Jhotwara,5 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Rolls,250,no,no,yes,yes,3.1,
Roll Plaza,https://www.zomato.com/jaipur/roll-plaza-jagatpura,Jagatpura,Does not offer Dining,83 Delivery Reviews,,"Rolls, Beverages",300,no,no,yes,no,,3.7
Roll Street,https://www.zomato.com/jaipur/roll-street-1-mansarovar,Mansarovar,Does not offer Dining,"9,969 Delivery Reviews",,"Rolls, Fast Food",300,no,no,yes,no,,3.2
Rolling Pins,https://www.zomato.com/jaipur/rolling-pins-malviya-nagar,Malviya Nagar,19 Dining Reviews,Does not offer Delivery,CAFÉ ,Cafe,400,yes,no,no,yes,3.4,
Rollista,https://www.zomato.com/jaipur/rollista-vaishali-nagar,Vaishali Nagar,Does not offer Dining,509 Delivery Reviews,,"Rolls, Fast Food, Beverages",300,no,no,yes,no,,4.1
Rolls & Wraps Company,https://www.zomato.com/jaipur/rolls-wraps-company-raja-park,Raja Park,Does not offer Dining,217 Delivery Reviews,,"Fast Food, Chinese, Seafood",550,no,no,yes,no,,3.8
Rolls Station,https://www.zomato.com/jaipur/rolls-station-malviya-nagar,Malviya Nagar,Does not offer Dining,"2,880 Delivery Reviews",,"Rolls, Fast Food",350,no,no,yes,no,,4.2
Rombri's,https://www.zomato.com/jaipur/rombris-vidhyadhar-nagar,Vidhyadhar Nagar,30 Dining Reviews,51 Delivery Reviews,CAFÉ ,"Cafe, Italian, Mexican, Chinese",500,yes,no,yes,yes,3.5,3.3
Romeo's Treat - The Theme Lounge,https://www.zomato.com/jaipur/romeos-treat-the-theme-lounge-raja-park,Raja Park,94 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Fast Food",750,no,no,yes,yes,3.4,
Romil's Roof,https://www.zomato.com/jaipur/romils-roof-vaishali-nagar,Vaishali Nagar,123 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Continental, Chinese, South Indian","1,300",no,yes,yes,yes,2.4,
Rominoze's Pizza,https://www.zomato.com/jaipur/rominozes-pizza-mansarovar,Mansarovar,Does not offer Dining,35 Delivery Reviews,,"Pizza, North Indian, Fast Food, Beverages",500,no,no,yes,no,,2.9
Rominus Pizza & Burger,https://www.zomato.com/jaipur/rominus-pizza-burger-raja-park,Raja Park,196 Dining Reviews,"9,473 Delivery Reviews",Quick Bites ,"Pizza, Fast Food",600,no,no,yes,yes,3.4,3.7
Rominus Pizza And Burger,https://www.zomato.com/jaipur/rominus-pizza-and-burger-chitrakoot,Chitrakoot,234 Dining Reviews,10.6K Delivery Reviews,Quick Bites ,"Pizza, Fast Food",500,no,no,yes,yes,3.6,3.9
Rominus Pizza And Burger,https://www.zomato.com/jaipur/rominus-pizza-and-burger-vidhyadhar-nagar,Vidhyadhar Nagar,372 Dining Reviews,11.1K Delivery Reviews,Quick Bites ,"Pizza, Burger, Fast Food",600,no,no,yes,yes,3.9,4.1
Rominus Pizza and Burger,https://www.zomato.com/jaipur/rominus-pizza-and-burger-tonk-road,Gopalpura,230 Dining Reviews,10.2K Delivery Reviews,Quick Bites ,"Pizza, Fast Food",600,no,no,yes,yes,3.8,3.6
Rominus Pizza And Burger,https://www.zomato.com/jaipur/rominus-pizza-and-burger-vaishali-nagar,Vaishali Nagar,113 Dining Reviews,"5,337 Delivery Reviews",Quick Bites ,"Pizza, Burger, Fast Food",600,no,no,yes,yes,3.3,3.6
Ronak Restaurant,https://www.zomato.com/jaipur/ronak-restaurant-ajmer-highway,Ajmer Highway,66 Dining Reviews,"1,525 Delivery Reviews",Quick Bites ,North Indian,300,yes,no,yes,yes,3.4,4
Rooftop Bar-Hotel Shyam Paradise,https://www.zomato.com/jaipur/rooftop-bar-hotel-shyam-paradise-ajmer-highway,Ajmer Highway,5 Dining Reviews,Does not offer Delivery,Bar ,Finger Food,"1,200",no,yes,no,yes,3.8,
Roop Basant Pavitra Bhojnalaya,https://www.zomato.com/jaipur/roop-basant-pavitra-bhojnalaya-gopalbari,Gopalbari,130 Dining Reviews,"1,183 Delivery Reviews",Quick Bites ,"North Indian, South Indian",400,yes,no,yes,yes,3.6,3.9
Rose Sweet Caterers,https://www.zomato.com/jaipur/rose-sweet-caterers-vaishali-nagar,Vaishali Nagar,11 Dining Reviews,Does not offer Delivery,"Sweet Shop, Bakery ","Mithai, Street Food, Bakery",250,yes,no,no,yes,3.5,
Roshan Al-Bake Take Away,https://www.zomato.com/jaipur/roshan-al-bake-take-away-mi-road,MI Road,43 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese, Mughlai",400,no,no,yes,yes,3.4,
Roshan Da Dhaba,https://www.zomato.com/jaipur/roshan-da-dhaba-sikar-road,Sikar Road,11 Dining Reviews,99 Delivery Reviews,Dhaba ,North Indian,500,no,no,yes,yes,3.1,3.4
Roshan Pure Veg Take Away Dhaba,https://www.zomato.com/jaipur/hotel-roshan-palace-raja-park,Raja Park,44 Dining Reviews,115 Delivery Reviews,Casual Dining ,"North Indian, Chinese",500,no,yes,yes,yes,3.4,3.9
Roshan Take Away,https://www.zomato.com/jaipur/roshan-take-away-raja-park,Raja Park,11 Dining Reviews,99 Delivery Reviews,Dhaba ,North Indian,200,no,no,yes,yes,,
Roshni Art Of Cake & Dessert,https://www.zomato.com/jaipur/roshni-art-of-cake-dessert-sodala,Sodala,7 Dining Reviews,46 Delivery Reviews,Bakery ,Bakery,300,no,no,yes,yes,3,3.9
Roti - The Indian Food,https://www.zomato.com/jaipur/roti-the-indian-food-sindhi-camp,Sindhi Camp,115 Dining Reviews,"6,465 Delivery Reviews",Quick Bites ,North Indian,300,yes,no,yes,yes,3.2,3.2
Roti Ghar Ki,https://www.zomato.com/jaipur/roti-ghar-ki-ajmer-highway,Ajmer Highway,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Street Food, Fast Food",450,no,no,yes,no,,
Roti Ghar Ki,https://www.zomato.com/jaipur/roti-ghar-ki-raja-park,Raja Park,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Street Food, Fast Food",450,no,no,yes,no,,
Roti Rasta Aur Jaipur,https://www.zomato.com/roti-rasta-aur-jaipur-food-truck,Tonk Road,39 Dining Reviews,Does not offer Delivery,Food Truck ,"Fast Food, North Indian",200,yes,no,no,yes,3.5,
Rotiwalas Restaurant,https://www.zomato.com/jaipur/rotiwalas-restaurant-mansarovar,Sanganer,Not enough Dining Reviews,Does not offer Delivery,Dhaba ,North Indian,250,yes,no,no,yes,,
Route99 Bar & Kitchen,https://www.zomato.com/jaipur/route99-bar-kitchen-vaishali-nagar,Vaishali Nagar,8 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese",900,no,no,yes,yes,3.2,
Roval Rolls,https://www.zomato.com/jaipur/roval-rolls-c-scheme,Central Jaipur,8 Dining Reviews,Not enough Delivery Reviews,,"Rolls, Beverages",400,no,no,yes,yes,,
Roval Rolls,https://www.zomato.com/jaipur/vintage-rolls-vaishali-nagar,West Jaipur,Does not offer Dining,579 Delivery Reviews,,"Rolls, Beverages",400,no,no,yes,no,,
Roxas - Rooftop Lounge,https://www.zomato.com/jaipur/roxas-rooftop-lounge-sikar-road,Sikar Road,83 Dining Reviews,Does not offer Delivery,"Casual Dining, Lounge ","North Indian, Continental, Chinese, Fast Food, Finger Food, Beverages",800,no,no,no,yes,3,
Royal Amer Restaurant,https://www.zomato.com/jaipur/royal-amer-restaurant-amer-road,Amer Road,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,500,no,no,no,yes,,
Royal Bakers And Confectioners,https://www.zomato.com/jaipur/royal-bakers-and-confectioners-malviya-nagar,Malviya Nagar,Not enough Dining Reviews,Does not offer Delivery,,Fast Food,200,no,no,no,yes,,
Royal Bakery,https://www.zomato.com/jaipur/royal-bakery-vaishali-nagar,Vaishali Nagar,Does not offer Dining,"7,045 Delivery Reviews","Bakery, Quick Bites ","Bakery, Fast Food, Chinese, Street Food, Desserts",400,no,no,yes,no,,4.2
Royal Bakery,https://www.zomato.com/jaipur/royal-bakery-shyam-nagar,Shyam Nagar,Does not offer Dining,"1,369 Delivery Reviews","Bakery, Quick Bites ","Bakery, Fast Food, Chinese, Street Food, Desserts",400,no,no,yes,no,,3.9
Royal Chick,https://www.zomato.com/jaipur/royal-chick-shastri-nagar,Shastri Nagar,19 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,400,no,no,yes,yes,3.4,
Royal Dhaba Express,https://www.zomato.com/jaipur/royal-dhaba-express-tonk-road,Pratap Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,300,no,no,no,yes,,
Royal Dish,https://www.zomato.com/jaipur/royal-dish-vaishali-nagar,Vaishali Nagar,Not enough Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, South Indian, Continental",700,no,no,no,yes,,
Royal Egg Farm,https://www.zomato.com/jaipur/royal-egg-farm-chitrakoot,Chitrakoot,Does not offer Dining,168 Delivery Reviews,,"Healthy Food, Fast Food, Beverages",400,no,no,yes,no,,3.4
Royal Farm,https://www.zomato.com/jaipur/royal-farm-chitrakoot,Chitrakoot,Does not offer Dining,470 Delivery Reviews,,"Fast Food, Beverages",700,no,no,yes,no,,2.6
Royal Heritage Garden Restaurant,https://www.zomato.com/jaipur/royal-heritage-garden-restaurant-amer-road,Amer Road,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese, South Indian, Fast Food",700,yes,no,yes,yes,,
Royal Huts,https://www.zomato.com/jaipur/royal-huts-malviya-nagar,Malviya Nagar,67 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese",600,no,no,yes,yes,2.8,
Royal Jaipur Palace Restaurant,https://www.zomato.com/jaipur/royal-jaipur-palace-restaurant-amer-road,Amer Road,25 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Continental","1,200",no,no,no,yes,2.3,
Royal Juice Bar,https://www.zomato.com/jaipur/royal-juice-bar-mansarovar,Gopalpura,Does not offer Dining,56 Delivery Reviews,Beverage Shop ,"Juices, Beverages",100,no,no,yes,no,,3.9
Royal Parathas,https://www.zomato.com/jaipur/royal-parathas-chitrakoot,Chitrakoot,Does not offer Dining,"1,540 Delivery Reviews",Quick Bites ,"North Indian, Fast Food, Chinese, Beverages",350,yes,no,yes,no,,3.4
Royal Queens Restaurant,https://www.zomato.com/jaipur/royal-queens-restaurant-vaishali-nagar,Vaishali Nagar,9 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,North Indian,600,no,no,yes,yes,3,
Royal Rajwada,https://www.zomato.com/jaipur/royal-rajwada-1-amer,Amer,13 Dining Reviews,Does not offer Delivery,Casual Dining ,North Indian,800,no,no,no,yes,2.9,
Royal Rajwada Restaurant,https://www.zomato.com/jaipur/royal-rajwada-restaurant-jhotwara,Jhotwara,Not enough Dining Reviews,38 Delivery Reviews,Quick Bites ,"North Indian, Chinese, Biryani",450,no,no,yes,yes,,3.9
Royal Rasoi,https://www.zomato.com/jaipur/royal-rasoi-malviya-nagar,Malviya Nagar,12 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Fast Food",400,yes,no,yes,yes,3.2,
Royal Restaurant And Saras Parlor,https://www.zomato.com/TheRoyalRestaurant,Malviya Nagar,167 Dining Reviews,"4,916 Delivery Reviews",Quick Bites ,"North Indian, South Indian, Chinese, Fast Food, Beverages",500,yes,no,yes,yes,3.6,2.9
Royal Sikora,https://www.zomato.com/jaipur/royal-sikora-vaishali-nagar,Vaishali Nagar,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Street Food, Fast Food",250,yes,no,yes,yes,,
Royal Soya Chaap Corner,https://www.zomato.com/jaipur/royal-soya-chaap-corner-tonk-road,Pratap Nagar,40 Dining Reviews,524 Delivery Reviews,Quick Bites ,"North Indian, Rolls",300,yes,no,yes,yes,3.4,3.7
Royal Sweets & Juice,https://www.zomato.com/jaipur/royal-sweets-juice-shastri-nagar,Shastri Nagar,169 Dining Reviews,"1,152 Delivery Reviews","Sweet Shop, Quick Bites ","Mithai, Street Food, Fast Food, Chinese",200,yes,no,yes,yes,3.8,4.1
Royal Treat Cafe,https://www.zomato.com/jaipur/royal-treat-cafe-vaishali-nagar,Vaishali Nagar,8 Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, Beverages",500,yes,no,no,yes,2.5,
RPM-The Taste Of Pink City,https://www.zomato.com/jaipur/rpm-the-taste-of-pink-city-pink-city,Pink City,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Mughlai",200,no,no,yes,no,,
RR62 - Cafe & Kitchen,https://www.zomato.com/jaipur/rr62-cafe-kitchen-pink-city,Pink City,199 Dining Reviews,960 Delivery Reviews,"Casual Dining, CAFÉ ","North Indian, Chinese, South Indian, Cafe",600,yes,no,yes,yes,3.9,4
RS Caterers,https://www.zomato.com/jaipur/rs-caterers-ajmer-highway,Ajmer Highway,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, North Indian, Beverages",500,no,no,yes,yes,,
Rubaab The Taste Of Biryani,https://www.zomato.com/jaipur/rubaab-the-taste-of-biryani-jawahar-nagar,Jawahar Nagar,29 Dining Reviews,103 Delivery Reviews,Quick Bites ,North Indian,300,no,no,yes,yes,3.4,3.8
Ruchika Restaurant,https://www.zomato.com/jaipur/ruchika-restaurant-jhotwara,Jhotwara,Does not offer Dining,287 Delivery Reviews,,North Indian,300,no,no,yes,no,,3.7
Rudransh Restaurant,https://www.zomato.com/jaipur/rudransh-restaurant-jagatpura,Pratap Nagar,8 Dining Reviews,307 Delivery Reviews,Quick Bites ,"Fast Food, North Indian",300,yes,no,yes,yes,2.6,3.5
Ruhani Zaika,https://www.zomato.com/jaipur/ruhani-zaika-khatipura-road,Khatipura Road,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,500,no,no,yes,yes,,
Runway Rooftop - Hotel Airport View,https://www.zomato.com/jaipur/runway-rooftop-hotel-airport-view-tonk-road,Sanganer,11 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese",700,yes,no,no,yes,3.4,
Rustic by OTH,https://www.zomato.com/jaipur/rustic-by-oth-malviya-nagar,Malviya Nagar,432 Dining Reviews,453 Delivery Reviews,Fine Dining ,"North Indian, Continental, Mughlai, Fast Food, Beverages",600,no,no,yes,yes,4.5,4.3
S S Snacks,https://www.zomato.com/jaipur/s-s-snacks-malviya-nagar,Malviya Nagar,Does not offer Dining,93 Delivery Reviews,Quick Bites ,Fast Food,100,no,no,yes,no,,3.1
S.K. Saras Parlour,https://www.zomato.com/jaipur/s-k-saras-parlour-malviya-nagar,Malviya Nagar,5 Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Chinese, Fast Food, South Indian",600,yes,no,no,yes,3.1,
S.R Fast Food Bekry And Juice Center,https://www.zomato.com/jaipur/s-r-fast-food-bekry-and-juice-center-vidhyadhar-nagar,Vidhyadhar Nagar,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, North Indian",150,no,no,yes,no,,
Saanvi Foods,https://www.zomato.com/jaipur/saanvi-foods-2-mansarovar,Mansarovar,Does not offer Dining,26 Delivery Reviews,,"North Indian, South Indian, Chinese",300,no,no,yes,no,,3.9
Sabjiwalaj Punjabi Tadka,https://www.zomato.com/jaipur/sabjiwalaj-punjabi-tadka-jhotwara,Jhotwara,136 Dining Reviews,"4,231 Delivery Reviews",Dhaba ,North Indian,350,yes,no,yes,yes,3.7,3.7
Sabjiwalas,https://www.zomato.com/jaipur/sabjiwalas-1-tonk-road,Gopalpura,Does not offer Dining,321 Delivery Reviews,,"North Indian, Beverages",350,yes,no,yes,no,,4.1
Sabjiwalas Punjabi Tadka,https://www.zomato.com/jaipur/sabjiwalas-punjabi-tadka-sindhi-camp,Sindhi Camp,11 Dining Reviews,196 Delivery Reviews,Quick Bites ,North Indian,300,yes,no,yes,yes,3.3,3.3
Sabjiwalaz,https://www.zomato.com/jaipur/sabjiwalaz-jagatpura,Jagatpura,Does not offer Dining,101 Delivery Reviews,,"North Indian, Chinese, Italian, Fast Food, Desserts, Beverages",250,yes,no,yes,no,,3.5
Sabor,https://www.zomato.com/jaipur/sabor-kukas,Kukas,30 Dining Reviews,Does not offer Delivery,Casual Dining ,"Mughlai, Asian, North Indian, Fast Food","1,500",no,yes,no,yes,2.9,
Sabroso- All Day Dining,https://www.zomato.com/jaipur/sabroso-all-day-dining-malviya-nagar,Malviya Nagar,11 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Fast Food","1,100",yes,no,no,yes,2.5,
Sachi Muchi Restaurant,https://www.zomato.com/jaipur/sachi-muchi-restaurant-mansarovar,Mansarovar,24 Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, South Indian, Chinese",200,no,no,no,yes,3.5,
Sadabahar Restaurant & Family Garden,https://www.zomato.com/jaipur/sadabahar-restaurant-family-garden-ajmer-highway,Ajmer Highway,4 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,250,no,no,yes,yes,3.4,
Sadiya's Kitchen,https://www.zomato.com/jaipur/sadiyas-kitchen-amer-road,Amer Road,Does not offer Dining,Not enough Delivery Reviews,,"Mughlai, Afghan",300,no,no,yes,no,,
Safa - Golden Tulip,https://www.zomato.com/jaipur/safa-golden-tulip-mi-road,MI Road,34 Dining Reviews,Does not offer Delivery,Bar ,"Finger Food, North Indian","1,800",no,yes,no,yes,3.6,
Sagar Amritsari Kulche Chhole,https://www.zomato.com/jaipur/sagar-amritsari-kulche-chhole-raja-park,Raja Park,46 Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,100,yes,no,no,yes,3.3,
Sagar Ratna,https://www.zomato.com/jaipur/sagar-ratna-1-c-scheme,C Scheme,332 Dining Reviews,866 Delivery Reviews,Casual Dining ,"South Indian, North Indian, Chinese",550,yes,no,yes,yes,4.2,4.1
Sahaj Cafe n Depot,https://www.zomato.com/jaipur/sahaj-cafe-n-depot-shastri-nagar,Shastri Nagar,4 Dining Reviews,Not enough Delivery Reviews,CAFÉ ,Cafe,300,no,no,yes,yes,2.9,
Sahni Barbeque,https://www.zomato.com/jaipur/sahni-barbeque-malviya-nagar,Malviya Nagar,432 Dining Reviews,"4,971 Delivery Reviews",Casual Dining ,North Indian,600,no,no,yes,yes,3.7,3.5
Sahni Pure Veg,https://www.zomato.com/jaipur/sahni-pure-veg-malviya-nagar,Malviya Nagar,Does not offer Dining,"1,607 Delivery Reviews",,North Indian,500,yes,no,yes,no,,3.5
Sahni Vaishnav Dhaba,https://www.zomato.com/jaipur/sahni-vaishnav-dhaba-adarsh-nagar,Adarsh Nagar,177 Dining Reviews,"2,444 Delivery Reviews",Dhaba ,North Indian,300,yes,no,yes,yes,3.8,4.1
Sahu Chai Wala,https://www.zomato.com/jaipur/sahu-chai-wala-malviya-nagar,Malviya Nagar,103 Dining Reviews,"2,408 Delivery Reviews","Beverage Shop, Quick Bites ","Beverages, Tea, Fast Food",300,yes,no,yes,yes,3.9,4.2
Sahu Gajak And Juice Centre,https://www.zomato.com/jaipur/sahu-gajak-and-juice-centre-bais-godam,Bais Godam,7 Dining Reviews,Does not offer Delivery,Beverage Shop ,Beverages,150,yes,no,no,yes,3.3,
Sahu Gajak Bhandar,https://www.zomato.com/jaipur/sahu-gajak-bhandar-tonk-road,Gopalpura,Does not offer Dining,32 Delivery Reviews,Sweet Shop ,"Mithai, Beverages, Ice Cream",100,yes,no,yes,no,,3.7
Sahu Gajak Bhandar,https://www.zomato.com/jaipur/sahu-gajak-bhandar-1-mansarovar,Mansarovar,Not enough Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,300,no,no,no,yes,,
Sahu Gajak Bhandar,https://www.zomato.com/jaipur/sahu-gajak-bhandar-2-mansarovar,Mansarovar,Not enough Dining Reviews,Does not offer Delivery,,Mithai,150,no,no,no,yes,,
Sahu Ji Ki Special Kota Kachori,https://www.zomato.com/jaipur/sahu-ji-ki-special-kota-kachori-jhotwara,Jhotwara,12 Dining Reviews,Does not offer Delivery,Quick Bites ,Street Food,100,yes,no,no,yes,3.3,
Sahu Ki Chai,https://www.zomato.com/jaipur/sahu-ki-chai-pink-city,Pink City,76 Dining Reviews,Does not offer Delivery,,"Tea, Street Food",100,no,no,no,yes,3.8,
Sahu Matka Kulfi And Gajak,https://www.zomato.com/jaipur/sahu-matka-kulfi-and-gajak-tonk-road,Gopalpura,Does not offer Dining,244 Delivery Reviews,"Sweet Shop, Dessert Parlor ","Ice Cream, Mithai",150,yes,no,yes,no,,4
Sahu Matka Kulfi And Gajak,https://www.zomato.com/jaipur/sahu-matka-kulfi-and-gajak-malviya-nagar,Malviya Nagar,Does not offer Dining,21 Delivery Reviews,Beverage Shop ,"Beverages, Desserts",150,yes,no,yes,no,,3.5
Sahu Misthan Bhandar,https://www.zomato.com/jaipur/sahu-misthan-bhandar-shastri-nagar,Shastri Nagar,Does not offer Dining,546 Delivery Reviews,Sweet Shop ,"Street Food, Mithai",200,yes,no,yes,no,,4.2
Sai Baker's,https://www.zomato.com/jaipur/sai-bakers-malviya-nagar,Malviya Nagar,Does not offer Dining,Not enough Delivery Reviews,Bakery ,"Bakery, Fast Food",150,no,no,yes,no,,
Sai Chaap Corner,https://www.zomato.com/jaipur/sai-chaap-corner-vaishali-nagar,Vaishali Nagar,Does not offer Dining,"3,484 Delivery Reviews",,"North Indian, Mughlai, Rolls",250,no,no,yes,no,,3.9
Sai Chaap Corner,https://www.zomato.com/jaipur/sai-chaap-corner-raja-park,Raja Park,12 Dining Reviews,84 Delivery Reviews,Quick Bites ,North Indian,400,no,no,yes,yes,3.7,3.6
Sai Chaap Soya,https://www.zomato.com/jaipur/sai-chaap-soya-mansarovar,Mansarovar,228 Dining Reviews,"1,521 Delivery Reviews",Quick Bites ,"Rolls, North Indian",300,yes,no,yes,yes,3.9,3.9
Saini Bhojanalya,https://www.zomato.com/jaipur/saini-bhojanalya-shastri-nagar,Shastri Nagar,14 Dining Reviews,Does not offer Delivery,Dhaba ,North Indian,150,yes,no,no,yes,3,
